,name,naver_star_point,naver_blog_review_txt
7165,코페아커피,4.65,"분위기 좋고 주차가 무료인 옥수동 카페 코페아커피 옥수점 서울 성동구 옥수동 450-1 / 02-2295-6553 영업시간 - 08:00 ~ 24:00 옥수동에 사는 언니 만나러 갔다가 차한잔 마시려고 들린 옥수동 카페 코페아커피 주유소에서...,@코페아 커피 (COFFEA COFFE) 사실 생긴지는 좀 되었는데 집에서 거리도 애매하고 잘 안가게 되는 곳이라 얼마전에 처음 방문하게 되었습니다. 주유소 옆 커피라고 더 많이 불리는 코페아 커피는 꾸준히 현지인들이 방문하는...,옥수동 / 젬마스테이블 Jemma's table roof top 에서 록시따니아 2번째, Gardening class가 있었어요 8월 새로 출시 될 로즈 에 렌 자르뎅 시크릿 리미티드 출시를 앞두고 직접 장미를 접해보고자 1일 가드닝 클래스에서 장미를...,몰랐는데 프랜차이즈였구나 주유소랑 같이 하는진 모르겠으나 주유소 옆쪽에 주차는 한시간이 가능하다 8:00 ~ 24:00 라고 쓰여져 있었지만 아마 22시 까지겠지? 코페아커피 입구 크로플이 인기인가 보네 ㅎㅎ 먹어볼깡...,안녕하세요. 여러분 :-) 오늘은 옥수동에 위치한 카페를 하나 소개해 드리려고 왔습니다. 이 곳은 제가 정말 줄기차게 다녔던 곳인데요. 최근 코로나때문에 옥수동 근처를 갈 일이 많지 않아서 방문이 뜸했지만 최근에...,옥수주유소 옆에 있는 코페아커피 주유소 옆에 있어서 뭐지 싶지만 꽤나 조용하고 공부하는 사람들이 많은 곳이라고 저는 처음 가봤는데 금액대도 괜찮고 조용한 편이라 좋더라구요 공부나 일할 수 있게 코드 꽂는 곳도...,#코페아커피, #COFFEACOFFEE, #옥수동카페, #옥수동 이제 내가 옥수동을 떠날 날도 얼마 안남았다. 이제 겨우 한달... 순천향 대학교 병원에 갔다가 걸어오는 길 늘 지나쳤지만 가본 적은 없는 카페에 호기심이 생겨서 가보게...,최근 지인들과 함께 커피를 마시러 갔었는데 옥수동에 정말 맛있는 카페를 한 곳 발견하게 되었어요~저희가 인원 수가 좀 있다보니 넉넉하게 테이블이 있는곳으로 찾다가 발견했는데 커피도 맛있고, 여러 디저트까지 훌륭...,깔끔하고 편안한 코페아커피 옥수점~~ 크리스마스 분위기가 물씬~~ 따뜻하고 향기로운 레몬티~~ 교수님~감사드립니다~~!! 아직도 적응 중인 나의 헤어스탈일~~ㅎㅎ 거울보고 나도 흠찟 놀람...ㅠ.ㅠ,얼마 전 카카오톡 플러스친구에서 디뮤지엄 전시회 초대권을 받아 잘 됐다 싶어 토요일 낮에 방문했는데 방문객들이 너무 많아 발길을 돌려야만 했다. 역시 카카오톡의 파급력이란 안내요원에게 얼마나 기다려야 하냐고..."
7166,코페아커피,4.34,"코페아커피 안녕하세요! 시지광장에 볼일이 있어서 갔다가 가게된 코페아 커피예요~~ 광장에서 꽤 오랬동안 자리잡은 카페예요! 크로플 디저트도 맛있어보여요 아이스크림도있고, 체다치즈도 있고 케이크 종류도 몇 종류...,대구 시지 스터디+ 노트북 사용하기 좋은 카페 코페아 커피 추천합니다!!! 푹푹 찌는 여름에 ㅜㅜ 집에서 공부 + 노트북 문서 작업하기가 너무나 어려운 대구 날씨... ㅜㅜ 카페에서 시원하게 커피 한잔 마시며 문서 작업 할...,시지광장 카페 코페아커피 주말에 친구만나서 어디가지 하다가 스무살때 매일 저녁에 수다떨었던 코페아커피 시지점에 갔어요 예전에 갈 곳 없으면 여기서 음료마시면서 시간때우고 그랬었는뎅 저렴한 가격에 원두도...,아가씨랑 성탄이랑 놀러나갔어요~ 명절음식 다 하고 낮에 쉬는타임에 아메리카노 한잔 수혈하러 고고! 역쉬 아가씨랑 먹는 커휘랑 술이 젤맛남. 가는길에 세상 신난 우리 성탄이♡ 아가씨가 사준 옷으로 풀세팅하고 고고!...,팬케이크 5000원대였나? 카페 디저트가격치곤 그리 비싸지 않음. 젤라또 1000원추가 아이스아메리카노, 복숭아스무디(?)와 팬케이크 이름이 정확히 기억 안나지만ㅋㅋ 여튼 달달하게 젤라또 아이스크림이랑 맛있게..."
7169,코페아커피,4.47,"대구코바늘인형/한땀핸즈/러블리 바니 /서문시장/코페아커커피 만든지는 1년가까이 된 코바늘인형 러블리 바니~~~ 꾸준히 한땀핸즈 공방에서 패키지 판매가 되고 있어요. 코바늘인형 취미반 수강생분들한테 여전히...,상호 : 코페아커피 서문시장점 주소 : 대구 중구 큰장로 120-11 전화번호 : 053-252-4566 코페아에 쿨리스트가 맛있다면서요? 여름이 되니까 시원하구 차가운게 너무땡기는거 있죠ㅠㅠ 앞으로 다가올 더위는 어찌 버티지...,서문시장을 돌다가 조금 쉬고 싶어서 상가 내에 있던 카페테리아가 생각나서 오빠한테 아까 저기 안에 카페있던데 거기 잠깐 앉아서 쉬자! 했더니 아 맞아맞아 저기 있었지 하고 데려왔는데 그냥 카페 ㅋㅋㅋㅋㅋㅋ (길치라...,대구카페 코페아커피 / 대구서문시장 안 카페 영업시간은 시장이 파하는 시간에 닫으시는듯 하다 (내생각,..) 대구는 대프리카인뒈,, 대구 서문시장 돌아다니다가 너무 더워서 오아시스찾듯이 :) 대구카페 코페아커피 메뉴...,친구랑 서문시장다녀왔어용~ 동산상가옆 뒤에뒤... 어렵낭???ㅋㅋ 이른데가 있는줄도 몰랐음 체인이였단것두ㅋㅋ 칭구가 찍어준 내뒷태 궁디쳐진그같농 ㅡㅡ 여기 사장님 남자분... 일하시는분들 다 남자.... 흐흐흐...,교생실습을 하면서 서문시장 맛집에 가봤다!!!! 3학년 모의고사 감독하던날 다른 교생 쌤들이랑 돈까스 맛집 함지박이라는 곳으로~~ 사람들도 정말 많고 일단 주문부터 하고 기다렸다가 자리 나서 앉았다!!! 우리 쌤들은..."
7170,코페아커피,null,null
7171,코펜하겐,null,null
7172,코펜하겐떡볶이,4.38,"코펜하겐 즉석 떡볶이 밀키트 나의 가족, 나의 아이들이 먹는 음식. 아빠의 마음으로 만들었어요. #즉석떡볶이 #떡볶이밀키트 #캠핑요리 #밀키트 #캠핑음식 #캠핑간식 #저녁메뉴 #저녁메뉴추천 #술안주베스트 #집에서술안주...,교하떡볶이 맛집, 코펜하겐 재방문 후기 글, 사진 - 리버 lieber 너무너무 더운 주말이네요 다들 잘 보내고 계신가요? 저는 집콕하다가 아는 동생 돌잔치만 냉큼 다녀왔어요 일요일도 집콕예정 요즘은 진짜 어디...,몇일 전 떡볶이가 너무 먹고 싶어서 친한언니의 추천을 받고 찾아간 떡볶이집 코펜하겐 교하 조금 지나서 문발동에 위치한 가게인데 은근 맛집으로 소문이 났는지 손님이 꽤 있었다. 떡볶이집같지 않은 외관. 처음에는...,꽃샘추위로 오랜만에 즉떡이 생각난날 ! 하 대학생때까지만 해도 학교바로앞에있던 유*즉석떡볶이를 줄기차게 먹었는데........ 방송에도타고 많이 유명해짐... 일반 떡볶이랑 즉석떡볶이는 다르잖아욥?! 그래서...,잇님들 안녕하세요! 오랜만에 작성하는 맛집리뷰에요:) 모유수유중인 제가 요즘 가장 먹고싶은 음식 1위는 바로 요 즉석떡볶이에요ㅜㅜ 막달에 즉석떡볶이가 너무너무 먹고 싶은데 신랑은 떡볶이를 안좋아 하거든요...,20200502 오늘의 마지막 왜 상호에 코펜하겐이 들어가는지 궁금해 사장님께 여쭤봤으나 특별한 이유는 없다하심 출판단지내 지혜의 숲에서 검색으로 찾아내어 바로 이동 감자고로케 완전 맛있음 다른 메뉴도 다 맛있는...,조용한 팝송이 흐르고 떡볶이를 시끌법적하게 아닌 조용한 분위기에서 우아하게 먹을 수 있는 곳이 있다면??? 그런곳이 있다. 그래서 문득 생각나면 딸이랑 조용히 가서 멋진 저녁하고 오는 곳이다. 코벤하겐떡볶이셋트...,3개월전에 다녀온 #코펜하겐떡볶이 떡볶이 맛집이라고 해서 오빠랑 찾아가봤어요:) 저희는 즉석떡볶이+사이드2개 세트 시켰어요! 몬가 양념만보면 많이 매울거 같죠? 근데 맵기 딱 적당했어요:) 사장님께서도...,나만 알고싶은 맛집이요 !! 이미 알고 계실지도 모르겠네요 얼마전에 알게된 즉떡 맛집♡ 튀김무침이 별미네요~ 주린이라 하이볼 한잔 곁들이면 굿입니다♡ 저의 외식은 평일 오픈시간 예약해서 손님 드믄시간 조심히...,오늘은 튀김 & 즉석떡볶이 맛집 코펜하겐떡볶이를 소개합니다. & &"
7177,코피,4.46,여기 왕십리역 2번출구 근처에서 일하는 커피인들 사이에서는 모르는 사람이 없을정도로 유명한 커피숍일거임. 커피가루 in 왕십리 한 한달됐나....공사를 시작했음. 뭔가 했는데 건물 외곽 리모델링. 그 한가운데에...
7179,코피가야,4.49,"남산 맛집을 방문! 하기 전에 커피 한 잔과 쇼핑을 한판! 커피는 요기! 코피가야! 빨대가 하트모양이다 사장님이 차우차우를 키우셔서 데리고 온 걸 한 번 봤는데 넘나귀욥 잠시 용산아이파크몰로 이동해서 쇼핑하고 예약...,유기견/유기묘/길냥이 쉼터 쉬어가개냥에서 제 3회 바자회를 엽니다~ 로얄캐닌, 내추럴발란스, 이퀼리브리오 등의 사료부터 간식, 장난감 등 다양하게 준비되어 있으니 많이 와서 사랑을 나눠주세요~ 고양이랑 강아지...,후암동 카페 코피가야 갑자기 더워진 요즘, 빙수의 시즌이 성큼 다가온 것 같습니다. 친구와 빙수 찾아 삼만리를 떠난 끝에 도착한 코피가야! 메뉴도 다양하고 조용해서 좋았어요. 외부 야외 테라스에서 음료를 먹을 수...,숙대 근처 조용하고 괜찮은 카페를 찾아냈어요. 카페 투어 좋아하시는 분들께 추천드릴 카페에요. 코피 가야 (KOPI GAJAH) 후암동 분위기 좋은 카페 4호선 숙대 입구역 2번 출구에서 나오셔서 용산고 방향으로 쭉 걸어오시면...,오늘의 포스팅은 후암동 애견동반카페 카페코피가야 입니다 바깥자리도 있어서 따뜻한날에는 바깥에 앉아있기 좋아요 무릎담요 챙겨주는 센스 메뉴판 여기는 라떼 주문시 두유로 변경가능해요 베이커리류는 따로...,용산구 후암동에는 코피가야라는 카페가 있다. 처음 간판을 봤을 때 KOPI GAJAH라고 되어 있어서 코피가자인 줄 알았는데, 알고보니 코피가야더라. 뜻이 뭔지 궁금해서 구글링해봤는데 '코끼리 커피'더라. 설마 내가...,오늘은 후암동에 위치한 카페중 가성비 좋고 애견동반 가능한 카페를 소개합니다 저번 포스팅에서 더모놀로그하우스를 소개해드렸는데요 오늘은 바로 코피가야 라는 카페입니다! 저녁에도 확 눈에 띄게끔 예쁜 조명이...,REVIEW 5 남산타워 방문 후 들리기 좋은 카페! 안녕하세요 로우LOW에요:D 오늘은 숙대입구역에 위치한 카페를 소개해 드리려고 합니다 ㅎㅎ 숙대 입구 2번 출구에서 용산고등학교 방면으로 걸어오시면 코피가야라는...,뭔가 꽁기꽁기한 날. 한 주가 시작되고 수요일쯤부터는 약간의 싫증이 나서 나도 모르게 말실수를 하거나 표정관리가 잘 안 되는 것 같다. 내일은 대회의실 회의 준비로 바쁠 듯한데,,, 과연 잘할 수 있을지. 과장님이 나한테...,코피가야 카페 외관 숙대입구역과 용산고 근처에 있는 카페 코피가야! 맛있어보이는 커피와 음료들이 붙어 있어 한번쯤 가보고 싶었던 곳! 다 맛있어보인당 그 중에서 가장 눈길을 끈 건 미숫커피 4,500원 미숫가루와..."
7180,코피노스,null,null
7182,코피발리,4.43,"Hey guys! 안녕하세요. 여러분 오늘은 무엇을 해도 즐거운 토요일입니다! 오늘도 잘 보내고 계신가요? 활력소 에너지영어표현 주중부터 짝꿍이 동네에 좋은 카페가 있는 것 같은데 카페같지는 않고 어쨌든 커피를...,낙산공원 올라가는 길에 위치한 코피발리 더브루랩 #발리커피 를 파는 곳인데 안국, 을지로에도 지점이 있는 듯 하다 오는 길에 다리아픔 주의 저 철제 문 틈으로 들어갈 수 있는데 거짓이 아니라 진짜 머리 한 세 번 박음...,하리보초밥 옆에 눈여겨 본 카페가 있어서 초밥먹고 다녀왔어요 미용실 벽 옆에 인도네시아 느낌나는 장식이 붙어있어서 이건 무슨 인테리어일까 했거든요 근데 옆쪽을 보니 카페문이 있지 뭐에요 그동안은 안보였던 카페...,대학로 인근에 많은 커피숍이 있는데 그중 가장 최근에 알게 된 따끈따근한 커피숍을 소개하려고 한다.참고로 나도 여기를 알게 된지 2주일이 안된 듯.그 와중에 벌써 꽤 여러번 방문을 했다. 코피발리라는 이 카페는 사실...,저희 카페에 오시면 맛과 향이 풍부한 에스프레소를 드리도록 하겠습니다. 저희 코피발리커피 카페에 가입하시고 오셔서 렌더카우회원이라 하시면 무료로 드리도록 하겠습니다.http://cafe.naver.com/kopibalicoffee순수...,카페탐방 세번째 이야기. #3. 이화동 코피발리. KOPI BALI 방산시장을 방문했던 그 날이다. 지인소개로 찾아간 코피발리. 지도를 보고 찾아가는데 처음엔 여기가 맞나??싶었다. 문득 봤을땐 카페보단 bar느낌? ㅎㅎ...,대학로 방통대 뒷쪽 골목으로 쭉 걸어가면 길 끝 모서리 건물에 눈여겨 보지 않으면 발견하지 못하는 커피집이 있다. 코피 발리 커피집이다. 대학로 자주 가지만 이곳에 커피집이 있을거라고는 생각도 못했다. 실내에는...,남편이 보고싶은 어느 저녁날, 혼자 찾은 가게 '곰초밥' 회사다닐때 동생이 얼핏 ' 어! 이거 유명한덴데? 여기로 옮겼나? ' 말했던게 생각나서 집가는길 들려본 대학로 이화장길 곰초밥집 오빠랑 걷던길을 혼자 걸으니 마음도..."
7183,코피발리,4.35,"안녕하세요 ! 요즘 너무 더워서 시원함을 느낄 수 있도록 빙수 맛집 카페를 소개합니다 ~~ 동신대에서 160번 버스타고 30분 정도 이동하셔서 서광주세무서 정류장에서 내리면 바로 앞이에요 ㅎㅎ 코로나 바이러스로...,딸기의 계절 쌍촌동 코피발리 안녕하십니까 사낚 입니다 쌍촌동 코피발리 사낚녀님과 데이트를 이곳에서 많이 했었습니닷 ㅎㅎ 딸기의 계절이되면 딸기메뉴들이 맛납니다 적립도 가능한 코피발리입니다 ㅎㅎ 베리베리...,#내돈내산 안녕하세요~ 여름이 끝나가긴 하지만 아직은 낮에 덥죠. 전 빙수를 정말 좋아하는데, 친구가 빙수 맛있는 곳 안다고 해서 가봤습니다!! 비주얼도 이쁘고 맛도 있어서 포스팅을 적어보려고 합니다....,상무지구 카페 쌍촌동핫플 코피발리 KOPI BALI 안녕하세요~~ 요즘은 안녕 이라는 인사도 참 무색한 때인거 같아요 ㅜㅜ 건강 잘 챙기시라는 말씀으로 인사를 드려요 날씨는 이렇게나 봄을 부르는데 참 어디 마음 가볍게 가질...,#쌍촌동코피발리 #쌍촌동빙수 #코피발리 #쌍촌동카페 #고니쨩 쏘하~ 쏘니에욤 여름이 끝나기전에 어서 이 포스팅은 올려야겠기에 ㅋㅋ 올립니다 맥문동 망고빙수 동명동소뇨 파인애플빙수 여기에 이은...,많은 분들의 추천 카페 중 유명한 코피발리 다녀왔습니다!!! 과일빙수로 엄청난 홍보를 하고 있는 모습에 확 끌립니다 !!! 다양한 빙수 과일빙수들이 메뉴로 장착 !!! 1만 5천9백 원의 조금은 비싼 멜론빙수를 선택합니다...,후식으로 달달한 딸기음료가 먹고싶어서 찾아간곳 쌍촌동 코피발리 ! 목요일 평일에 방문햇는데 사람도 없구 한산해서 좋앗어요 ㅎㅎ 딸기는 끝물이라 그런지 너무 시엇지만 그래두 맛잇는 딸기음료,별거다하는 방송 별다방 끝난후 미팅약속 장소 쌍촌동 핫플 코피발리 방문 했어요. 입구부터 우왕~!! 신 메뉴일까? 치즈빙수~ 빙수의 계절에맞게 빙수메뉴가~~ 쭈~루루르~^^ 안에들어가니 사장님께서 친절하게 맞이해 주신다...,보통의 민수 : 빙수 디저트 맛집 코피발리 광주 서구 쌍촌동 커피발리 전화번호 : ***-***-**** 주소 : 광주광역시 서구 상무대로 915 (광주광역시 서구 쌍촌동 965-4) 영업시간 : 평일 11:00 ~ 01:30 주말 10:00 ~ 00:30 안녕하세요...,안녕하세요~ 영이영이에요 오늘은 기분이 우울해서 친구 만나서 카페가서 수다 떨었어요ㅎㅎ 친구가 인절미빙수를 좋아해서 제가 최근에 찾은 빙수맛집을 데리고갔죠 여긴 커피보단 빙수!!!!! 여기는 입구!! 입구부터..."
7185,코피오,4.59,"안녕하세요~~~~ 광화문 오피시아빌딩 지하1층 오피시아 부동산입니다~^^ 광화문에 있는 대형건물들은 각자 지하상가에 카페들이 들어서있는데 광화문 오피시아에도 커피 참 괜찮은 카페 코피오가 있어서 소개해드리고자...,오늘은 광화문에서 카야 토스트로 유명한 카페 코피오에 가봤어요 주소 : 서울 종로구 새문안로 92 광화문오피시아 영업시간 : 평일 08:00 - 15:00 주말, 공휴일 휴무 TEL : 02-732-8222 광화문 코피아는 오피시아 빌딩에...,신문로｜코피오 싱가포르 토스트 카페 : 맛있는 음료 들고 정동길 한 바퀴 (코피오카페) Sinmun-ro, Jongno-gu, Seoul, Korea｜Kopio Singapore Toast Cafe, Kopio Cafe 날씨가 따듯해져셔 걷기 좋은 시즌입니다 :) 이번 포스팅에선 제가...,회사 근처 오피시아 빌딩 지하에 있는 광화문역 카페이자 밀크티 맛집인 KOPIO(코피오) 왠열~~~ 오랫만에 방문했는데 코피오에서 모든 밀크티 사이즈업 이벤트를 진행하고 있었다!! (오전 11시30분~오후 2시30분) 광화문역...,안녕하세요~ 오늘은 광화문 오피시아 빌딩 안에 있는 까페 코피오 KOPIO 를 포스팅해볼게요 먼저 코피오 위치입니다 서울 종로구 새문안로 92 오피시아 빌딩 B1 02-732-8222 광화문역 6번 출구로 나오셔서 신호등 하나 건너서...,광화문 오피시아 빌딩 지하에 있는 코피오! 찌개 먹고 밀크티 맛이 궁금해서 방문~ 좌석도 몇개 있고 넓직한 편 에쏘밀크티 한잔 주세요 밀크티에 에스프레소 샷! 뭔가 밀크티맛도 나면서 달달한 커피같기도하고 맛이 찐...,오피시아 지하에 있는 코피오커피 배달이 되고(너무 이른 아침이랑 점심시간에는 일손이 부족해서 안된다고 한다ㅋㅋ 오후 시간이나 오전 중간에 주문하면 인편으로 가져다주신다) 여름에 커피마시고싶은데 밖에...,점심을 놓쳐서 간단하게 떼우려고 들린 코피오 전에 소피가 여기 카야토스트가 맛있다고 해서 먹어보고 싶었다 메뉴판 카야토스트랑 밀크티 주문 제조공간 카페는 좁다 지하 식당가에 있는 카페다보니 그냥 잠깐 앉아서..."
7186,코피집,4.36,"안녕하세요! 권그라미입니다 지난 포스팅에서 말씀드린 것처럼 한라산 영실코스에 대한 후기를 기록하려고 합니다 vv^-^vv 저는 백록담은 벌써 두 번이나 오른적이 있어서 이번에는 풍경으로 유명한 영실코스를 가보자!...,대구에서 제주까지 거리는? 500km 차로가면 8시간 33분?? 비행기로 가면 55분 그래서 우린 비행기로 제주도 도착후 렌트카로 이동 금강산도 식후경~~ 숙소근처 중문으로 이동~~ 딸 몫 전복구이 아들과 난 갈치구이..."
7188,코피티암,4.38,"서울역 카페 코피티암 안녕하세요 다해입니다 :) 카야토스트가 생각나서 두번째로 들린 곳이에요! 위치는 서울역사 내가 아니라 서울스퀘어에 위치하고 있어요 아래 지도로 첨부해드릴께요! 벌써 두번째 방문이라고...,출근하다 발견한 코피티암! 서울역 바로 맞은편 서울스퀘어 1층에 있당. 서울역쪽 입구로 들어와서 안쪽으로 가거나 지하에서 에스컬레이터 타고 올라와서 왼쪽으로 보면 딱 있움! 요기 카야토스트가 그렇게 맛있다구...,요즘 즐겨보는 예능 짠내투어! 짠내투어 싱가포르편에서 조식으로 카야토스트가 나와서 오랜만에 카야토스트 뽐뿌 제대로 왔어요! 집 근처 카야토스트 파는 곳을 찾다가 서울스퀘어에 카야토스트를 메인으로 판매하는...,16.05.05 서울역 근처에 들린 김에 식사를 하기에는 애매한 시간이라, 토스트를 먹으러 갔다~~ ㅎㅎ 여기는 서울 스퀘어! 예전에는 대우 빌딩으로 더 유명하던 곳으로, 이 곳 1층에 코피티암이라는 토스트 가게가 있다...,코피티암 서울스퀘어점 @서울역 슬슬 잠자리에 들어야 될 시간, 불현듯 ""카야토스트가 먹고싶다!""라는 욕망이 떠올랐다. 그것도 그냥 카야토스트가 아니라 반숙란에 간장을 섞은, 짜고, 따뜻한 소스에 찍은 제대로 된...,안녕하세요~~ 카야잼 너무 맛있죠! 뒤늦게 카야잼에 눈을 떠 .. 동네 여기저기서 카야토스트를 시켜먹었어요 ㅎㅎ 그러다 알게된 #코피티암 이라는 곳! 체인점이 여러군데에 있고 마침 비교적 가까운 서울역 #서울스퀘어...,자리마다 조명 밝기가 다르다 조명 어두운 자리는 공부하기 매우 부적절 카페가 가로로 길게 생겼는디 의자가 벽이랑 일체형인쪽은 다 콘센트 있어서 충전하기 좋음 외쿡인 두명 있었는데 목소리가 증말 넘나리 커버림...,서울역 근처에서 근무하는 나는 새로운 음식점을 뚫고 싶어서 발견한 서울스퀘어 코피티암, 카야토스트랑 커피 전문점이다. 사진이 흔들렸는데 여긴 카야토스트랑 샐러드가 주 메뉴. 요새 해외여행도 못가는데 싱가폴...,어느날 짠내투어를 보다가 카야토스트가 너무 맛있어보여서 서울에서 카야토스트 파는곳 급 검색!!평일 am7:00 - pm22:00 주말 pm12:00 - pm21:00카야토스트는 카야/치즈카야 두가지가 있는데 기본으로 주문.밀크티도 하나...,투뿔등심에서 고기 먹고 둘러보는데 카페 코피티암이 보여 카야 토스트 하나 먹자며 또... 배는 엄청 불렀지만 그냥 지나칠 수가 없었어요^^ <서울스퀘어 1층> 2007년에 청계천에 오픈한 코피티암 저는 2009년에 처음..."
7189,코피티암,4.35,"연신내 카페 중에서 정말 아늑하게 있을 수 있는 곳 ㅋㅋㅋ 그리고 자리도 넓고 2층으로 되어있어서 정말 좋은 곳!!!!! ㅋㅋㅋㅋ 바로 여기는 코피티암이라는 곳입니당 여기는 카페이자, 브런치도 팔고있는 곳이예용...,연신내에는 카페가 차암 많아요. 그런데! 요즘 낮에 날씨가 너무 좋아서 테라스가 있는 카페에서 브런치를 히고 싶다는 생각에 테라스 카페를 검색했더니 여기 코피티암 카페만 나오더라고요. 아니 연신내의 그 많은 카페...,연신내 카페 분위기 좋은 코피티암 안녕하세요. 쫑블리 입니다! ㅎㅎ 저는 최근에 친구랑 같이 연신내 카페 를 다녀 왔는데 여기는 이색적인 느낌도 나서 그런지 편안하게 갈수가 있더라구요~ 연신내역에서 그렇게 멀지가...,#연신내주민 #연신내카페 #연신내데이트 #카페 연신내에서만 4년을 살며 스타벅스를 안갈때, 다른 특별한 곳을 가고 싶을때 가는 카페가 있어요. 바로 코피티암! KOPITIAM. 연신내 주민이거나 자주 나와 노는 분들은 잘 아는...,연신내에서 자주 지나가며 보았던 카페 '코피티암' 작년 여름에 한번 들려봤는데 최근에 먼거리에서 놀러온 친구가 방문했다기에 생각나서 리뷰를 남겨본다 비오는날에 방문했더니 하늘이 흐리다 코피티암은 일반 주택을...,오늘은 연신내에 있는 브런치 카페 주차 가능 카페 넓은 카페 코피티암 에 들러보았습니다! 앗 간판이 잘 안 보이네요 ㅠㅠㅎㅎ 입구의 모습입니다! 주택을 개조해서 만든 곳 같아요!ㅎㅎ 테라스 자리입니다~ 이렇게 선선한...,날씨 좋을 때는 테라스가 있는 카페에 가고 싶어져요 연신내에서 테라스 카페 많지 않은데 코피티암은 여유롭고 브런치 메뉴까지 있어서 정말 좋아요 테라스에서 브런치를 즐기며 햇살 가득 받으면서 비타민 D를 충전하는...,연신내 리얼 찐 주민들께 추천받아 방문하게 된 '코피티암' 카페 :) 상호명이 2개 인 듯 합니다 '로프트 71' 로 검색해도 동일해요 외관상으로 봤을 때 카페 느낌과는 사뭇 달라 이탈리안 ? 레스토랑인가 싶었어요 ㅎㅎ 카페...,안녕하세요 ~ CHOPHAIR 강남시티점 입니다. 오늘은 연신내에 위치한 분위기좋은 카페를 소개해드리려 합니다. 다른 카페랑은 다른 색다른 매력이있어서 블로그해야겠다 마음을 먹었습니다. 외관부터 보여드릴게요~ 연신내...,어제는 오랜만에 전 회사 퇴사동기(?) 들을 만나고 왔어요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 원래 우리는 입사동기 였지만 퇴사를 거의 동시에 했기 때문에 그 이후로는 퇴사동기라 칭해요 너무 거지 같은 회사였던 지라..."
7190,코피티암,4.4,"그라운드시소 에서 요시고 사진전을 보러 갔다가 시간이 40분정도 남아서 아주 가까운 근처 카페를 갔어요. 코피티암 너무 낯익다고 했더니 예전에 학교다닐때 바로 앞에 있어서 기억에 남아요 >< ㅎㅎㅎ 그리운 청파동...,거의 2년만에 광화문 쪽으로 나갔다. 작은 딸이 신촌에서 살 때는 인도에서 한국 다니러 올때마다 멀지 않은 국립중앙박물관이나 경복궁, 인사동쪽을 많이 다녔었는데 귀국하고 자리잡은 동네에서는 아무래도 잠실이나...,오랜만에 코피티암 경복궁점을 다시 찾았습니다. 지난번에는 이곳에서 카야 토스트와 커피를 마셨는데요, 이번에는 브런치를 먹기 위해 기대감을 안고 찾았습니다. 주말 오전에 이곳에 오면 브런치를 즐기는 분들이...,날씨가 좋았던 지난 6월 초, 경복궁역 근처 서촌에서 데이트를 하다 브런치 카페 코피티암을 방문하였어요. 스타벅스에 자리가 없어 이곳을 처음 방문하게 되었는데요. 커피 향도 좋고 분위기도 좋아 종종 방문하고...,안녕하세요 명탐정호숭씨의 제254탄 본격 경복궁맛집추천 명예의 주인공은 바로바로 코피티암 KOPITIAM 카야토스트 브런치 먹으러 고고!! 히얼위고 ~!! 길고 길었던 추석 연휴 마무리 먹고 자다가 끝나벌임 마지막 날...,서촌 브런치 카페 코피티암 경복궁점 운영시간 : 매일 09:40 ~ 20:50 마감 라스트오더 20:30 단체석, 포장, 국민지원금(O), 주차(X) 안녕하세요? 지난 주말 요시고 전시회 보기 전에 다녀온 서촌 브런치 카페 코피티암 경복궁점...,경복궁 코피티암 영업시간 매일 09:40-20:50 아침일찍 그라운드 시소에 요시고사진전을 보러 간날. 일요일 아침10시였다 가는길에 본 #코피티암 그라운드시소 근처 브런치 카페를 검색하다가 알게된 곳이다. 브런치 메뉴들...,@@@@@@@ 요시고 사진전 티켓을 보여주면 할인 해준다 @@@@@ 코피티암 그라운드 시소 바로 근처에 있어서 전시보고 들르기 딱이다 스타벅스 바로 옆 ㅋㅋㅋㅋ 기대없이 들어갔는데 너무 맛있어서 후기 쓴다 ㅠㅠㅠㅠㅠ 햇볕...,남북한 주민이 함께 이룬 공감 사진전이 류가헌에서 열리고 있습니다. 공감사진워크숍의 진행자이자 사진치유자이신 임종진 작가님의 사진 강의를 듣고 힐링된 경험이 있기 때문에 임종진 작가님의 팬인지라... 류가헌을...,이 곳은 경복궁 브런치 맛집 코피티암 입니당 코피티암은 저희집 근처에도 있는데 왠지 집근처는 잘 안가게 된다능 .... ㅋㅋㅋ 여기는 뭔가 외출한 기분도 나고 기분이 좋았어용 그리거 확실히 동네에 있는 코피티암보다..."
